y_pred_prob,y_true
0.5338586,0
0.3304912,0
0.3811387,0
0.5790848,1
0.5650378,0
0.39726534,0
0.64712393,0
0.32804298,0
0.40547335,0
0.5988715,0
0.539341,0
0.495109,0
0.58383054,1
0.41297275,0
0.35881725,0
0.55704427,0
0.27371204,0
0.38650203,0
0.56408846,0
0.56745815,0
0.32789105,0
0.5157948,1
0.58165354,1
0.44574314,0
0.32349232,0
0.52471036,0
0.415656,0
0.5873643,0
0.49996167,1
0.41199896,0
0.35578734,0
0.6994422,0
0.58695424,0
0.6127168,1
0.47381777,0
0.5829732,0
0.6097211,0
0.39336437,0
0.5722935,0
0.34616202,0
0.41790202,0
0.29428244,0
0.53655887,0
0.4211322,0
0.35437375,0
0.416232,0
0.37952197,0
0.41662678,0
0.3244475,0
0.52332604,0
0.40749422,0
0.5945268,0
0.5258189,0
0.44751927,0
0.5460742,0
0.62732387,1
0.59907067,0
0.5648704,0
0.4032577,0
0.57652426,0
0.66053,0
0.4043507,0
0.33218902,0
0.30135384,0
0.3503124,0
0.5557427,0
0.5293755,0
0.5274101,0
0.3579101,0
0.57695675,1
0.3898823,0
0.53616625,0
0.39311898,0
0.5311887,1
0.5718236,1
0.26386318,0
0.40073472,0
0.46353096,0
0.4589545,1
0.53576136,1
0.5739992,0
0.38209152,0
0.5663034,1
0.65429044,0
0.60439,1
0.58535045,1
0.5494831,0
0.5360166,0
0.5244953,0
0.40363845,0
0.31178766,0
0.33702177,0
0.6845892,0
0.44302228,0
0.527406,1
0.27567577,0
0.49398252,1
0.34713092,0
0.53357804,0
0.45495355,1
0.61408764,0
0.37804297,0
0.35336053,0
0.34606552,0
0.5617249,1
0.35325834,0
0.66299164,1
0.3970672,0
0.5628769,0
0.601159,0
0.5941927,0
0.50232786,1
0.5519682,1
0.5647126,0
0.34642678,0
0.5295744,0
0.43302506,1
0.4298851,0
0.37538686,0
0.33823153,0
0.40020698,0
0.4361355,0
0.53306603,0
0.4959437,0
0.561426,0
0.55779946,0
0.5475649,0
0.55473864,0
0.35275942,0
0.340317,0
0.552212,0
0.42785326,0
0.50719225,1
0.51726115,0
0.41702276,0
0.534544,1
0.38265336,0
0.640872,0
0.3527857,0
0.5531748,0
0.500048,0
0.5127083,0
0.36657667,0
0.36417088,0
0.31810883,0
0.39298606,0
0.5642426,1
0.3223256,0
0.5627294,0
0.68249995,0
0.5624578,1
0.57156116,0
0.5956726,1
0.3512805,0
0.42416012,0
0.53894407,0
0.5642318,1
0.29521728,0
0.51493263,1
0.59067255,0
0.41841,0
0.545048,1
0.42741853,0
0.42156073,0
0.58769214,1
0.50485766,0
0.3544791,0
0.59056824,1
0.6408747,1
0.6666783,0
0.5500149,0
0.55901504,0
0.5595533,0
0.6565418,0
0.523088,0
0.5769387,1
0.47637525,0
0.38336945,0
0.4551468,0
0.57993484,0
0.5333819,0
0.6890274,1
0.67313004,0
0.5658952,1
0.37189445,0
0.41552398,0
0.6122875,1
0.56672215,0
0.5186558,0
0.40687355,0
0.559288,0
0.4263699,0
0.2969585,0
0.49465123,0
0.4003632,1
0.50087297,1
0.589568,0
0.5642152,1
0.350069,1
0.47511908,0
0.3970326,0
0.3880805,1
0.33074132,0
0.5188514,1
0.5399971,0
0.5217787,1
0.3979938,0
0.36091107,0
0.39689502,0
0.5676794,0
0.584147,1
0.32479542,0
0.5565956,1
0.4494539,0
0.5786582,0
0.31059635,0
0.5406357,0
0.54610795,0
0.6079864,0
0.4298681,0
0.54779077,0
0.572223,0
0.5848733,0
0.56840324,1
0.30464542,0
0.3318578,0
0.49517247,0
0.5896157,0
0.41715497,0
0.5377061,0
0.5468385,0
0.6213912,1
0.3423962,0
0.59751457,0
0.28984576,0
0.4266455,0
0.59217095,0
0.4698228,0
0.43150377,0
0.58790964,1
0.5226531,0
0.3887954,0
0.6075407,1
0.56241316,0
0.55291396,1
0.33835495,0
0.38991046,0
0.4364845,0
0.4496321,0
0.46420804,1
0.52144635,1
0.6261977,1
0.56907666,0
0.5806222,0
0.61021876,0
0.34630263,1
0.37553918,0
0.33393264,0
0.5057753,0
0.5805174,0
0.56818694,0
0.4834957,1
0.54602176,1
0.3344631,0
0.56666994,0
0.47717586,0
0.5967757,0
0.53555185,1
0.3891331,0
0.3161075,0
0.39596623,0
0.60819197,1
0.41354105,0
0.6051275,0
0.6663556,0
0.5197885,0
0.5937434,0
0.4845286,1
0.5176314,0
0.5702233,0
0.67355317,0
0.5347382,0
0.43209574,0
0.57602566,1
0.58265233,0
0.554353,0
0.36660534,0
0.54825264,0
0.5060612,0
0.6316177,0
0.38911465,0
0.35739172,0
0.5071639,0
0.37769964,1
0.62725884,0
0.3785443,0
0.5245389,0
0.3622309,0
0.5027429,0
0.36814767,0
0.59326226,0
0.5241984,0
0.55873185,1
0.52370965,0
0.29361093,0
0.33446905,0
0.56647813,0
0.5596474,0
0.47981685,0
0.41273206,0
0.5679906,1
0.5925167,0
0.46665886,0
0.5513577,1
0.56849635,1
0.40435463,1
0.52803594,1
0.56753176,0
0.52245694,1
0.5798294,0
0.59043276,0
0.5678967,0
0.6207567,1
0.6819104,0
0.5757519,1
0.38266003,0
0.32309476,0
0.37817883,0
0.71604586,0
0.35566175,0
0.51209384,1
0.52966374,1
0.48657864,0
0.3587369,0
0.38552523,0
0.5581799,1
0.44776997,0
0.39630327,0
0.3336121,0
0.42615017,0
0.41789165,1
0.35147282,0
0.56428134,0
0.46535656,0
0.46716577,0
0.3254797,0
0.33323592,0
0.5640656,0
0.4633031,1
0.6134954,1
0.30828112,0
0.46959835,1
0.5829697,0
0.42320415,1
0.34243894,0
0.32421088,0
0.4120314,1
0.5072416,0
0.40832174,0
0.43372154,0
0.37649393,0
0.37092656,0
0.29851735,0
0.42883384,0
0.57969695,1
0.4643655,0
0.34578672,0
0.3776549,0
0.5835803,0
0.3162764,0
0.60390913,0
0.47922713,0
0.4523002,0
0.33866167,0
0.56979555,0
0.5489147,0
0.39150327,0
0.29598835,0
0.5199946,0
0.5835024,0
0.44075507,0
0.48283005,0
0.50136167,0
0.43608364,1
0.68460375,0
0.35130078,0
0.5124711,0
0.43828118,0
0.4337286,0
0.47857442,0
0.36898682,0
0.5727794,0
0.5909159,1
0.5815956,0
0.5753052,0
0.5581697,0
0.42433977,0
0.33305877,0
0.4905245,1
0.35336608,0
0.37540066,0
0.5019821,0
0.574122,1
0.6544564,0
0.45477623,0
0.37315518,0
0.36554942,0
0.4644896,0
0.36920884,1
0.5742706,1
0.33908686,0
0.5947131,1
0.5419837,1
0.27032804,0
0.5805745,0
0.45497367,0
0.30503446,0
0.32231703,0
0.39506364,0
0.33100092,0
0.5984244,0
0.43908668,0
0.6115086,1
0.60408723,1
0.41466415,0
0.68003035,0
0.5203792,0
0.39812917,0
0.38715497,0
0.2785861,0
0.55738586,0
0.56844854,0
0.41511685,0
0.29636678,0
0.5461149,1
0.45297307,0
0.5546414,1
0.5874817,1
0.37307227,0
0.5729713,0
0.50494087,1
0.5300971,1
0.36420384,0
0.3227772,0
0.35553464,0
0.45694065,0
0.39932954,0
0.5077172,1
0.5583541,1
0.5981493,1
0.39506403,0
0.46659398,0
0.5487402,0
0.4982576,1
0.3020448,0
0.65749687,0
0.30988342,0
0.33058578,0
0.52995217,0
0.44706756,0
0.48982623,0
0.355513,0
0.5618228,1
0.5691444,0
0.62926704,1
0.57727796,1
0.5047483,1
0.58162516,0
0.28403294,0
0.3101853,1
0.6538347,0
0.5215627,1
0.45138252,0
0.5492779,0
0.6251437,0
0.3492257,0
0.38548476,0
0.5964166,0
0.44568563,0
0.41715023,0
0.5675188,0
0.3416335,0
0.46802625,0
0.3625413,0
0.3426175,1
0.32620546,0
0.4188006,0
0.55741876,0
0.44457406,0
0.5954939,1
0.3503207,0
0.33873978,0
0.6181519,0
0.5487078,1
0.60241073,1
0.56164145,0
0.34983462,0
0.47977006,1
0.55045515,1
0.31313026,0
0.57425386,0
0.63751847,1
0.57210803,0
0.48095876,0
0.5017181,0
0.4289448,0
0.5188641,1
0.6562798,1
0.40044576,0
0.26854977,1
0.3739069,1
0.35942006,0
0.59350574,1
0.52550316,1
0.37998506,1
0.4764374,0
0.36941445,0
0.46447253,0
0.5347996,1
0.46431163,0
0.40724078,0
0.35026872,0
0.31172678,0
0.32706064,0
0.6031098,0
0.38389456,1
0.63448054,1
0.57651186,1
0.43226758,0
0.38742104,0
0.33294952,0
0.47805342,0
0.57151896,0
0.5313419,1
0.509168,0
0.4270342,0
0.36383635,0
0.61550164,0
0.5330325,1
0.46492332,0
0.5272145,0
0.54762715,0
0.3943927,0
0.3579763,0
0.4649179,0
0.60002214,0
0.49623254,0
0.31891274,0
0.35958332,0
0.55983895,1
0.56156236,1
0.52684456,0
0.54940736,1
0.42790914,0
0.37563127,0
0.65542215,1
0.5594586,0
0.36118406,0
0.31515893,0
0.6329021,1
0.40513396,0
0.5607136,0
0.3216046,0
0.6781013,1
0.2667919,0
0.6816039,1
0.5692471,0
0.64212006,0
0.54919535,0
0.42275327,0
0.5843137,0
0.33403045,0
0.5915459,0
0.60142994,0
0.38385805,0
0.3271278,0
0.47375253,0
0.6255847,0
0.56444436,1
0.84297514,1
0.5393189,1
0.45039105,0
0.3976437,1
0.42228585,0
0.5152748,0
0.39712894,0
0.3636429,0
0.36517078,0
0.42629802,1
0.5925581,0
0.5506442,0
0.5315076,0
0.5602844,0
0.6461846,0
0.55580795,0
0.42543572,1
0.45719847,0
0.599581,0
0.524338,0
0.59355664,0
0.5632336,1
0.4472261,0
0.4067974,0
0.46119177,0
0.5774441,0
0.37427473,0
0.539065,1
0.3685101,0
0.33469498,0
0.60215986,0
0.40468234,0
0.3470937,0
0.68397915,1
0.37086993,0
0.56416154,0
0.58973306,1
0.35044515,0
0.37607214,0
0.3703765,0
0.40000463,0
0.58923745,0
0.69760936,1
0.59896666,0
0.403158,0
0.545442,0
0.5557626,0
0.58916724,0
0.60772204,1
0.50749254,0
0.5938678,0
0.39410245,0
0.33318377,0
0.5802983,0
0.34444922,0
0.33722898,0
0.34573245,0
0.60052377,0
0.54301655,0
0.46247596,0
0.36666995,0
0.50880885,0
0.56251985,0
0.39653435,0
0.5068606,1
0.39794877,0
0.42270517,0
0.3880201,0
0.5834568,0
0.32638082,0
0.6789543,1
0.5153029,1
0.58402956,0
0.45873734,1
0.58540964,0
0.35482204,0
0.4012192,0
0.51636195,0
0.36945528,0
0.67487276,1
0.3363207,0
0.60818666,0
0.57973605,0
0.52470803,0
0.5358895,0
0.5679325,1
0.32875967,0
0.565595,0
0.55477375,0
0.6421584,1
0.57613945,0
0.51201653,0
0.39810812,0
0.36846477,0
0.5720198,0
0.6084215,1
0.604572,1
0.5247812,0
0.51276106,0
0.32322693,0
0.41749313,0
0.59745204,0
0.38888094,1
0.62229425,1
0.6615497,1
0.5449841,0
0.4373314,0
0.3349118,0
0.53254163,0
0.6029738,0
0.41881207,0
0.45163247,0
0.3295148,0
0.40154517,0
0.54645693,1
0.57390934,1
0.51478475,0
0.4871871,0
0.4152187,0
0.3746598,0
0.6025935,1
0.51989925,0
0.4648602,0
0.5602755,0
0.45088542,0
0.32218415,1
0.5929004,0
0.41948596,0
0.5393949,0
0.6281109,0
0.4794167,0
0.51961505,0
0.31754604,0
0.5644414,1
0.5939852,0
0.66447717,0
0.3701746,0
0.5703289,0
0.64390475,1
0.5510316,0
0.5331385,0
0.5319081,1
0.5363576,0
0.4324493,0
0.33381432,0
0.6642037,1
0.36439556,0
0.38122356,0
0.41294366,0
0.33675683,0
0.641405,1
0.41285735,0
0.27110398,0
0.49649683,0
0.43451315,0
0.67436457,1
0.64596564,0
0.6167445,0
0.46543556,1
0.3646927,0
0.42608815,0
0.6521776,0
0.6273024,1
0.3639397,1
0.5893763,0
0.3871421,0
0.5233589,0
0.5789372,1
0.3476509,0
0.5780237,0
0.34964913,0
0.3784164,0
0.52833694,0
0.35590342,0
0.57290095,1
0.5692738,0
0.49463886,0
0.53003216,0
0.6033955,0
0.2846176,0
0.38860655,1
0.52549464,0
0.56172985,1
0.3777123,0
0.5483987,0
0.5606485,0
0.44837052,1
0.58019316,0
0.5865663,0
0.64784795,0
0.37346017,0
0.53774744,1
0.33433592,0
0.40306866,0
0.61382794,0
0.39368963,0
0.5893052,0
0.37576243,0
0.37280828,0
0.57583296,0
0.59854627,0
0.59120893,0
0.56369495,0
0.5037878,1
0.28218007,0
0.4423323,0
0.53670555,0
0.43638256,0
0.49655825,0
0.32483792,0
0.36481276,0
0.53471696,1
0.37539503,1
0.61433315,0
0.42338067,0
0.3137886,0
0.3518018,0
0.5668161,1
0.61953545,1
0.3976441,0
0.659547,0
0.36213493,0
0.3979224,0
0.58790845,1
0.48591596,0
0.54993945,0
0.3180098,0
0.55502635,0
0.56228054,0
0.4801666,1
0.5723154,1
0.3935135,0
0.3842671,0
0.683319,0
0.6678002,0
0.5935024,0
0.30593,0
0.5023569,0
0.3664934,0
0.59210086,0
0.51237196,0
0.61398107,0
0.37385243,0
0.6217692,1
0.4878938,0
0.5524951,0
0.66046894,0
0.5558356,0
0.43893516,0
0.58639294,0
0.32984877,0
0.39978212,1
0.38437137,0
0.5812593,0
0.6208271,0
0.53635985,0
0.33286428,0
0.6844857,0
0.58717704,0
0.5501984,0
0.5783924,0
0.42822808,1
0.55511004,1
0.5622463,1
0.391344,0
0.48218706,0
0.595189,1
0.33265603,0
0.5950039,1
0.5320628,0
0.3308378,0
0.37990838,0
0.4062122,0
0.37003767,0
0.5534778,0
0.5755776,0
0.57917666,0
0.6508441,1
0.54777145,0
0.592354,1
0.5235932,1
0.58267903,0
0.42846367,0
0.5642034,1
0.37041137,0
0.6407123,1
0.44506133,0
0.34318876,0
0.33763278,0
0.42670384,0
0.36242875,0
0.5688463,0
0.51906884,0
0.50313246,0
0.405755,0
0.65158045,1
0.37458003,0
0.5927208,0
0.51579857,0
0.66113305,1
0.5472525,0
0.3441761,0
0.6652331,0
0.6599464,0
0.5484619,1
0.52795786,0
0.41716906,0
0.50796187,1
0.42094588,0
0.43979692,0
0.6670421,0
0.46674597,0
0.59182984,1
0.5553646,0
0.60163224,0
0.4449664,1
0.57760876,1
0.3671832,0
0.40473312,0
0.55747026,1
0.39474756,0
0.39652297,0
0.57627445,1
0.57399005,0
0.54475695,0
0.61211455,0
0.45520902,0
0.33219343,0
0.5999214,0
0.5231185,0
0.54161596,1
0.6042022,0
0.36223426,0
0.43413377,0
0.34006837,0
0.5521866,0
0.57695115,0
0.36939037,0
0.50685453,0
0.41715065,0
0.58331454,0
0.507096,0
0.53417957,0
0.5859528,0
0.5292664,0
0.4949725,0
0.58492374,0
0.6130677,0
0.5649252,0
0.29035926,0
0.45622286,0
0.5291256,0
0.3424564,0
0.38321093,0
0.5282868,0
0.47833666,1
0.57686126,0
0.5805327,1
0.3299228,0
0.5321916,0
0.58286965,0
0.62769306,1
0.5015359,0
0.5631813,0
0.41014332,0
0.49760762,0
0.4715829,1
0.39644912,0
0.3966982,1
0.53450936,1
0.54143953,0
0.5254881,0
0.60310185,0
0.61027235,1
0.37549788,0
0.39878124,0
0.3487795,0
0.5419073,0
0.36328405,0
0.55531096,0
0.5724543,0
0.5426512,0
0.49134302,0
0.41350853,0
0.5338564,0
0.4160427,0
0.38723108,0
0.4246114,1
0.39021465,1
0.5843544,0
0.4342149,0
0.44413534,0
0.28602588,0
0.32729948,0
0.5707646,0
0.2659417,0
0.58955514,1
0.5207736,1
0.6658406,1
0.29933795,0
0.658496,0
0.3320412,0
0.48462695,1
0.36227795,0
0.5815849,0
0.44324157,0
0.6289787,1
0.63989085,0
0.49954933,0
0.405832,0
0.6151132,1
0.53464717,0
0.5705533,0
0.511972,1
0.38608927,0
0.2984796,0
0.41139662,0
0.53680646,1
0.6688275,1
0.5848451,0
0.57531595,0
0.31320128,0
0.67490256,0
0.30750197,0
0.50874007,0
0.29492337,0
0.3695457,0
0.5888954,0
0.3821298,0
0.44345948,0
0.4113586,0
0.37759602,0
0.55847305,0
0.5582603,1
0.37997976,0
0.42503718,0
0.5016921,0
0.5509674,0
0.28486103,0
0.39984164,0
0.3697104,0
0.46397012,0
0.67011964,1
0.59477156,0
0.58444214,0
0.5734477,1
0.39874664,0
0.38215888,0
0.3568234,0
0.5752044,0
0.552663,0
0.58952934,0
0.5923549,0
0.4030961,0
0.37678984,0
0.6995059,1
0.5324906,1
0.63992697,0
0.57929873,0
0.5741679,0
0.5654308,1
0.6171578,1
